mean	se_mean	sd	2.5%	25%	50%	75%	97.5%	n_eff	Rhat
slope1[26]	0.0932887003519456	0.000573196538191246	0.0478287485161705	-0.00478017335268481	0.0650707045989148	0.0940136626954767	0.122675066812183	0.186979977050936	6962.5915222902	0.999886202618067
slope1[27]	0.103603991223177	0.000522253590393966	0.0455662809073907	0.0136257041458906	0.0753394145717161	0.102861374112852	0.131563111246586	0.197571026215486	7612.44727459871	0.999388222259772
slope1[28]	0.124948487958514	0.000702177422591506	0.0511414603136997	0.0363805486080572	0.0903406681680751	0.118761648541003	0.154667263020241	0.242542430713023	5304.5986102541	0.999950985263685
slope1[29]	0.0761895747087849	0.000663298018318664	0.0490233556518869	-0.0306080928613935	0.046441408715648	0.0800749098947268	0.107001650317284	0.166814114035183	5462.46504962204	0.999184171997809
slope1[30]	0.110148120724894	0.000618033998658274	0.0485899644217373	0.0192961547432744	0.0789357222903037	0.107220387852598	0.139468439547874	0.213770480501028	6181.13784280327	0.999251222927973
slope1[31]	0.101141505976947	0.000535548959200369	0.0470628646420967	0.00859020658320812	0.0719669335249065	0.100162908666469	0.129488006510523	0.199677342774961	7722.5078363076	0.999313078321776
slope1[32]	0.0889949867187001	0.00056573905464939	0.0464588732831904	-0.00803985425200188	0.0605396854141303	0.0900736714359027	0.118776816260508	0.180271548495231	6743.80533257218	0.99912261819091
slope1[33]	0.10707281126086	0.000612263395753451	0.0481779913747344	0.012648690537891	0.0765890741212325	0.106338656440449	0.13453781120492	0.207680591768131	6191.85513987532	0.999290570233619
slope1[34]	0.0591795639057033	0.000716189418927053	0.0511789518162962	-0.0577673902743015	0.0297185304196989	0.0649633980301911	0.0945441248031764	0.149327043159545	5106.5427631308	0.999377433049432
slope1[35]	0.113408168845777	0.000600408872891108	0.0473185214426766	0.0233662384652126	0.0826149007472549	0.110906915753689	0.141226095885865	0.215643130259863	6211.09437619782	0.999904634865107
slope1[36]	0.0996320203091875	0.000565309180233679	0.0471060348449639	0.00587276538981622	0.0712120197619767	0.0986636006414491	0.127607806188295	0.199740123832602	6943.54127843083	0.999172234023009
slope1[37]	0.110164889255564	0.000596443215955674	0.0481280429311717	0.0197567476502021	0.0790745447123739	0.107394259342149	0.138839824150046	0.214133941376972	6511.15745201304	0.999330445607939
slope1[38]	0.0829692452727161	0.000596428164122524	0.0475797425657244	-0.0206122209891952	0.0544343684214488	0.0853798380506345	0.113771960137131	0.17248157584077	6363.96656663516	0.999663932543241
slope1[39]	0.114394865335216	0.00061520484902519	0.0490871109265229	0.0249661932780604	0.0829357990530801	0.110982229433301	0.141702209436039	0.222643767816567	6366.42231689856	0.999182081904198
slope1[40]	0.0722255356530041	0.000646258751338361	0.048030733357211	-0.0336674797621296	0.0432019489397073	0.0758461972916246	0.103622776989716	0.158669419430072	5523.64248233917	0.999924300856024
slope1[41]	0.087066964127475	0.000566925030890848	0.0466949504008489	-0.0102288249323353	0.0593229933307647	0.0886303136800756	0.116343020209764	0.178581964193905	6784.04268884189	1.00005752134626
slope1[42]	0.102301776613817	0.000592753949445269	0.046356518341167	0.00831786092222152	0.0730482236281737	0.102105418594445	0.13015395781037	0.200539996957129	6116.073671017	0.999191711508882
mu_slope1	0.0972411197404396	0.000265709533395254	0.0198277849566847	0.0583973740038888	0.0841081013796743	0.0970251585366551	0.110496733118014	0.13602023919962	5568.44746488263	1.00001215438744
sigma_slope1	0.0443272235607381	0.000364060763114153	0.0177540828299506	0.0104764266842392	0.0317660396873522	0.0442747029822802	0.0563409525662079	0.0791460304564934	2378.20196298077	1.00144430914488
slope2[1]	0.0291715984038471	0.000478942999379543	0.0372943356381659	-0.0522523468908917	0.00664888959902099	0.0317349112540845	0.053889722728146	0.0998935707294695	6063.42612716496	0.999615843688755
slope2[2]	0.0444598074254957	0.000464133311548886	0.0375328369001106	-0.0325581124322951	0.0202637151818407	0.0452468728795819	0.0693800085616665	0.116237778824641	6539.39098314993	0.999560711467485
slope2[3]	0.0493026699104675	0.0004560657165845	0.0370280867811758	-0.0259875171613665	0.0258097718178466	0.0489493076786703	0.0727028013590191	0.12433268029617	6591.85571068399	1.00003723988623
slope2[4]	0.0474410162222247	0.000438328058802479	0.0362090199920769	-0.0244034963684407	0.0241310049674078	0.0473935855152545	0.0701764723960368	0.119483971590308	6823.93681716154	1.00015886168574
slope2[5]	0.0434267112646271	0.000479412179340366	0.0375435789547924	-0.0334929002769776	0.0199440174152058	0.0444617392427106	0.0670424502825568	0.11665052716999	6132.72111214904	0.999784752206476
slope2[6]	0.060304134263583	0.000468327173042738	0.0388851870058371	-0.0135260852065041	0.0351719926874902	0.0581147877049438	0.083257022003736	0.144943300784902	6893.97445658731	0.999804194843919
slope2[7]	0.0596970474450754	0.000482921761869054	0.0384729141057091	-0.0122268938635563	0.0344509653177199	0.0585089047682985	0.0832892944519817	0.140981930593986	6346.82630382211	0.999728663512577
slope2[8]	0.0362758957490796	0.000471236330316406	0.0363959985504144	-0.0381634716210011	0.0132073357755404	0.0369717579386996	0.0597872159320565	0.106177349821296	5965.26508246169	0.999491006891186
slope2[9]	0.0587986072753875	0.000486827475414768	0.0381269009660076	-0.0162694799062875	0.0349595847364592	0.0573464214817571	0.0827296301105851	0.137624849553731	6133.56329123393	0.999664284757519
slope2[10]	0.0349801207304965	0.000491543459849233	0.0375507016048809	-0.0442567867874259	0.010698893371579	0.0362029749447098	0.0595756679583713	0.107145701341024	5835.95947707448	0.999948080762673
slope2[11]	0.0377247119365814	0.000454158154942895	0.0376271690093271	-0.0402181005152028	0.0142153524124377	0.038421444545494	0.0617877855962338	0.112448229228808	6864.18301879012	0.999747698026438
slope2[12]	0.0457846303882369	0.00047410661534958	0.0367588037588074	-0.030155931811799	0.022677544821851	0.0462176495930666	0.068939925366795	0.119530217086295	6011.33192689529	0.999323829349905
slope2[13]	0.0335849647314087	0.000472040681620934	0.0374026752038322	-0.0455476095277365	0.011833795987535	0.0345401676896983	0.0570190644222529	0.107156525490163	6278.36375674678	0.999277575377382
slope2[14]	0.045253655821865	0.000455741727891243	0.0368413098846316	-0.0298987602296966	0.0221990289090483	0.0459868938551557	0.0688924808970224	0.117635671711749	6534.80355951244	1.00088562002072
slope2[15]	0.0451974533577257	0.000459816103226444	0.0375518213063206	-0.0305716799053515	0.0219851443833226	0.0455340155259564	0.06888131299008	0.120222898851547	6669.5058526997	0.9992977880784
slope2[16]	0.0395497212039382	0.000473365904475907	0.0373621438230578	-0.0342254376438425	0.0160174135193048	0.0401857501694994	0.0642305589683251	0.113469401860264	6229.73580148286	0.999296916768778
slope2[17]	0.0553263527693302	0.000470787551069185	0.0374699420284568	-0.0163318106324228	0.0314672494699956	0.0536236821818288	0.0786302725568157	0.134891000457422	6334.55485906588	1.00037161581661
slope2[18]	0.0554091736508559	0.000463890645796688	0.0373538689596576	-0.016194736450025	0.0313203447761092	0.0553643228548729	0.0788322929156553	0.13208900775682	6483.95439280268	0.999229279107939
slope2[19]	0.0345139258069459	0.000478187009924862	0.0392136052087081	-0.0478373808180445	0.00977358674114054	0.0351436514909117	0.0605228458011665	0.106684297148177	6724.77868183477	0.999228671624076
slope2[20]	0.071972490328001	0.000491694339615671	0.0382447805530212	0.00368915847362164	0.0453766377166508	0.0694258551609224	0.0952040048584535	0.155852567161444	6049.97986339604	1.0000480701716
slope2[21]	0.0449034377287411	0.000462441653142998	0.0369253188702494	-0.0271058124930611	0.0218222897428917	0.0448191413931863	0.0683775784529347	0.120268593423517	6375.79902041336	0.999755115351237
slope2[22]	0.0640727273641434	0.000496037363083133	0.0374162736222197	-0.00514604289752408	0.0393450231875394	0.0623205022937276	0.0862764918624267	0.145543765994938	5689.73822172971	1.0000382085503
slope2[23]	0.0471739019738244	0.000483390774021044	0.0376821833004889	-0.0283117449718844	0.0237059247412579	0.0470760539039841	0.0710712103326036	0.121762644795111	6076.80641022728	0.999667024830871
slope2[24]	0.0451743387271311	0.000438464638724022	0.0365372469533757	-0.02665273718441	0.0212792102484624	0.0453229331183826	0.0680356750608166	0.118354441482184	6943.88457010328	0.999729837787616
slope2[25]	0.0399371636538918	0.000470694099610091	0.0373914515074392	-0.0373660507881504	0.0176338575756778	0.0409513441912061	0.0640499538974741	0.115833522218793	6310.5489586948	0.999935946235117
slope2[26]	0.0358857973835038	0.000493661866266626	0.0378035861560317	-0.0443338910374584	0.0128804736168418	0.0374228087450631	0.0607234541605863	0.106351936074352	5864.17387715642	1.00010841722838
slope2[27]	0.0485065083231771	0.000454506466058893	0.0374131548204709	-0.0257511629945535	0.0249423294594398	0.0484139037107172	0.0714070157089623	0.121685919034771	6775.92405897699	0.999644192019294
slope2[28]	0.0686323617309902	0.000530462934768619	0.0390980354316898	-0.00730814196904103	0.0431395407935054	0.0672995419690912	0.0921477861069297	0.152596852829669	5432.50061717644	0.999554071982001
slope2[29]	0.0496525267028379	0.000487426973848884	0.0376264190418411	-0.0253305524520835	0.0248427234525359	0.0500033031793464	0.0741346538377962	0.123927941247546	5958.90768841744	0.999374673636857
slope2[30]	0.0329466975691177	0.000471014965967119	0.0374958996497801	-0.046741529398077	0.010073817803738	0.0346275359850332	0.0577625594140546	0.103616051543293	6337.21064864015	0.99926479795489
slope2[31]	0.0272719520918762	0.000483776865642227	0.0384294036985228	-0.0527971529769428	0.00289205398563302	0.029206788331848	0.0524567016035365	0.0987225417577584	6310.11244640906	0.999331455404483
slope2[32]	0.0485782763297765	0.000476547721644332	0.037035288696988	-0.0261364308852021	0.0253831033792513	0.0477367291267984	0.0722526465253345	0.123508458591673	6039.74598426371	0.999993768944678
slope2[33]	0.0557869005376517	0.000447119227028442	0.0362366621931016	-0.0132429574532559	0.0325515379452687	0.0546955138960711	0.0772666698610252	0.134080133736355	6568.25013165408	0.999708526531686
slope2[34]	0.0437321733387251	0.000406585893375907	0.0368700324363717	-0.0340226326050498	0.0203605022840266	0.0443285197358519	0.0672562943079375	0.117002729874645	8223.22978683983	0.999784922786269
slope2[35]	0.0556076725337808	0.000483668655878395	0.0383591514581251	-0.018362887222228	0.0311830366562071	0.0541722154214445	0.0790009250036115	0.135439395120298	6289.87616919562	0.99957716678265
slope2[36]	0.0694802372760892	0.000471705171630214	0.0385312443589886	-0.00229668473045817	0.0436301504913416	0.0672270632153232	0.0929022931506727	0.152550944604372	6672.44179288891	0.999756959132332
slope2[37]	0.0518837076610889	0.000429520645051219	0.0362455055419148	-0.0224946877749616	0.0293869013936048	0.0514621416847143	0.0750140306597987	0.123652591037674	7120.98771835961	0.999658517698434
slope2[38]	0.065834605834357	0.000504949282501386	0.0384743381588466	-0.0039537155042711	0.0402904019733417	0.0634029486491685	0.0892156817182705	0.149653521735734	5805.59581052133	0.999615764379064
slope2[39]	0.0370753896855802	0.000457943984135499	0.0373073708114827	-0.040315503396902	0.0134959543814573	0.0388633551353331	0.060962955734079	0.107648328489358	6636.88925820578	1.00010797150081
slope2[40]	0.0510732917405138	0.000422464395654626	0.0368006330466909	-0.0215065323467808	0.0280389195176566	0.050952407542514	0.0735631412505502	0.126604018572783	7588.05293757863	0.999723509247629
slope2[41]	0.0290897024429679	0.000517281754395612	0.0380947387313709	-0.0521026061992397	0.0055049718572575	0.0309053569956696	0.0546228096182327	0.0999641076145146	5423.45047010618	0.99932610365153
slope2[42]	0.0319868930129519	0.000453991428135076	0.0363969472751674	-0.0431217364162091	0.00850871117887219	0.0332005566023015	0.0563246622583969	0.101406434265541	6427.38941411266	0.9996564158146
mu_slope2	0.0471968045576812	0.000177715938814534	0.0147355836807764	0.0183250060323312	0.0371293239997927	0.0474576397859546	0.0572279907363671	0.0752524069938545	6875.14600963242	0.999972122929997
sigma_slope2	0.0345972519919301	0.000157247358400119	0.0101253489915101	0.0149092731911297	0.0277929212521316	0.0344752893095082	0.0415847645102163	0.0542326345478621	4146.22900207754	0.999764600940552
A[1]	0.852591244609366	0.00146858637681126	0.100695268054769	0.65845962885707	0.783697647350363	0.851271505445219	0.918537073578471	1.05592293234732	4701.31265423047	1.00008455201259
A[2]	0.794704822369299	0.00156585189344267	0.0932335893457606	0.616006815830049	0.732620539987196	0.794804846781258	0.856628985407954	0.978844135549414	3545.22207451154	0.999694713523001
A[3]	0.832685220932139	0.00150868929820787	0.11378848498406	0.605732837237381	0.757826571224466	0.832165616546033	0.905394982607733	1.06063924387731	5688.49015547395	0.999332317995537
A[4]	0.78516964861435	0.00142589782158801	0.097818170659373	0.591840310013578	0.721573466854368	0.785653159707511	0.85241569494803	0.976177401372077	4706.1120384231	0.999870169206152
A[5]	1.00393709387821	0.00236018362365118	0.142964708557853	0.75386979409305	0.904476089094327	0.992265306079629	1.08643579372659	1.32137865187671	3669.15536107316	0.999950496922151
A[6]	0.708794819754527	0.00149094305919069	0.0949671947524294	0.521591712261767	0.645149664464092	0.706612782041698	0.771511606268087	0.896266894519726	4057.18773463442	0.999403468428336
A[7]	0.760578264210652	0.00145080280848458	0.0937539635551348	0.577014126172055	0.699794275321967	0.760822265901123	0.82267290235925	0.944397461285364	4176.01931700476	0.999522293583943
A[8]	0.812040071286438	0.00143789653543526	0.0965123221575175	0.62457471741807	0.748068233284168	0.808268221323986	0.875663147127054	1.00744154345109	4505.16037667674	0.999660753913559
A[9]	0.832548698976978	0.00139370891024484	0.100236275122355	0.635706171653759	0.764713228109656	0.832320028651885	0.896979138056293	1.03394654345515	5172.56177182329	1.00086012213587
A[10]	0.951901109498998	0.00175742807649498	0.116912592274545	0.730124163709292	0.872437368522974	0.945985083999654	1.02542264592069	1.19619942492403	4425.55211685699	0.999817796785677
A[11]	0.922214480227693	0.00168434807066489	0.120975507360242	0.698075359758315	0.842475613117385	0.918606540009599	1.00011596005309	1.17474860050209	5158.59244187803	0.999854904520476
A[12]	0.985111746480478	0.00195829188477251	0.12029480131003	0.776093300879014	0.899404738729546	0.979135511492201	1.0618882172901	1.23605187727783	3773.45234770036	0.999802185463693
A[13]	0.852671582250656	0.00146877411185822	0.110509054384495	0.638407077444533	0.778445840277982	0.852538247908443	0.925926920324951	1.07366774233611	5660.90291868868	0.999692863713558
A[14]	0.790160452718709	0.00160205624383198	0.0988270894889559	0.595724668718865	0.722555010159657	0.789126407076628	0.857235540717055	0.984130264154677	3805.36651978498	1.00073297664161
A[15]	0.793546462112708	0.00159993770519179	0.0963707345597871	0.611901785011203	0.729570336058764	0.79186019265682	0.856801800402483	0.98428772224798	3628.14129354872	0.999803188165654
A[16]	1.00927854593922	0.00203404596248493	0.129509597827562	0.786023967774749	0.917515535636414	0.998095810189864	1.08984763336084	1.28861355242726	4053.98731037442	0.999354699945873
A[17]	0.940116687696366	0.00175897627437954	0.11628038148782	0.723792244808876	0.859908659286158	0.933121613900692	1.0150331357644	1.1805592833772	4370.11567433762	1.00045913442831
A[18]	0.723026867538108	0.00158504653039491	0.0998814259020367	0.527113188981341	0.652981530084287	0.723790428281843	0.792613105820128	0.915102522320798	3970.86786543744	0.999416209996146
A[19]	0.840519299446438	0.00155488236491824	0.100693171295808	0.648319125536812	0.774270525845408	0.838227603295025	0.907123332641555	1.04134926434716	4193.77341385855	0.999753233035926
A[20]	0.844779667535008	0.00163619815118595	0.118215286036211	0.619492789614922	0.764534564660695	0.839763274958063	0.9231332326292	1.08905752571313	5220.05981639032	1.00057121810901
